,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,age,mileage (km),diesel_yn,petrol_yn,hybrid_yn,manual_yn,semi_automatic_yn,automatic_yn,A_Series_yn,T_Series_yn,S_Series_yn,R_Series_yn,Q_Series_yn,model_type
7394, Q3,2019,29990,Semi-Auto,10400,Petrol,145,31.7,2.0,1,16737,0,1,0,0,1,0,0,0,0,0,1,Q
7395, A5,2016,16490,Manual,23500,Diesel,125,60.1,2.0,4,37819,1,0,0,1,0,0,1,0,0,0,0,A
7396, Q3,2019,29990,Semi-Auto,9500,Petrol,145,32.1,2.0,1,15289,0,1,0,0,1,0,0,0,0,0,1,Q
7397, A6,2018,22490,Semi-Auto,20000,Diesel,145,55.4,2.0,2,32187,1,0,0,0,1,0,1,0,0,0,0,A
7398, A1,2015,15000,Semi-Auto,20600,Petrol,30,56.5,1.4,5,33152,0,1,0,0,1,0,1,0,0,0,0,A
7399, A6,2019,34990,Automatic,11500,Diesel,145,47.9,2.0,1,18507,1,0,0,0,0,1,1,0,0,0,0,A
7400, A5,2019,27990,Semi-Auto,4000,Diesel,145,46.3,2.0,1,6437,1,0,0,0,1,0,1,0,0,0,0,A
7401, A7,2019,51990,Automatic,11500,Diesel,145,38.2,3.0,1,18507,1,0,0,0,0,1,1,0,0,0,0,A
7402, Q2,2018,18990,Manual,17200,Petrol,145,52.3,1.4,2,27681,0,1,0,1,0,0,0,0,0,0,1,Q
7403, S4,2004,6990,Automatic,88024,Petrol,325,22.4,4.2,16,141661,0,1,0,0,0,1,0,0,1,0,0,S
7404, A3,2009,2490,Manual,152034,Diesel,150,55.4,1.9,11,244674,1,0,0,1,0,0,1,0,0,0,0,A
7405, A4,2013,8295,Manual,68600,Petrol,205,43.5,1.8,7,110401,0,1,0,1,0,0,1,0,0,0,0,A
7406, A4,2014,9495,Manual,105100,Diesel,30,62.8,2.0,6,169142,1,0,0,1,0,0,1,0,0,0,0,A
7407, Q5,2013,15995,Automatic,50000,Diesel,205,47.1,2.0,7,80467,1,0,0,0,0,1,0,0,0,0,1,Q
7408, Q2,2019,27995,Manual,4300,Diesel,145,47.9,1.6,1,6920,1,0,0,1,0,0,0,0,0,0,1,Q
7409, A1,2017,14990,Semi-Auto,29900,Diesel,145,72.4,1.6,3,48119,1,0,0,0,1,0,1,0,0,0,0,A
7410, A1,2016,12890,Manual,31000,Petrol,0,67.3,1.0,4,49890,0,1,0,1,0,0,1,0,0,0,0,A
7411, A4,2014,10995,Manual,51000,Diesel,30,61.4,2.0,6,82076,1,0,0,1,0,0,1,0,0,0,0,A
7412, Q3,2012,10995,Semi-Auto,61000,Diesel,205,47.9,2.0,8,98170,1,0,0,0,1,0,0,0,0,0,1,Q
7413, A5,2014,13750,Manual,55982,Diesel,145,55.4,2.0,6,90094,1,0,0,1,0,0,1,0,0,0,0,A
7414, A3,2009,4495,Manual,92000,Petrol,200,40.9,1.6,11,148059,0,1,0,1,0,0,1,0,0,0,0,A
7415, A5,2010,9495,Manual,76000,Petrol,235,38.7,2.0,10,122310,0,1,0,1,0,0,1,0,0,0,0,A
7416, A3,2009,5995,Manual,82000,Petrol,235,39.2,2.0,11,131966,0,1,0,1,0,0,1,0,0,0,0,A
7417, A3,2012,5495,Manual,85000,Petrol,205,40.9,1.6,8,136794,0,1,0,1,0,0,1,0,0,0,0,A
7418, A3,2018,17000,Manual,19000,Petrol,150,50.4,2.0,2,30577,0,1,0,1,0,0,1,0,0,0,0,A
7419, A3,2017,27500,Semi-Auto,12000,Petrol,150,43.5,2.0,3,19312,0,1,0,0,1,0,1,0,0,0,0,A
7420, A6,2018,23500,Semi-Auto,12000,Petrol,150,47.9,1.8,2,19312,0,1,0,0,1,0,1,0,0,0,0,A
7421, A3,2018,18500,Semi-Auto,19700,Petrol,150,42.2,1.5,2,31704,0,1,0,0,1,0,1,0,0,0,0,A
7422, A5,2013,11500,Automatic,78300,Diesel,145,53.3,2.0,7,126011,1,0,0,0,0,1,1,0,0,0,0,A
7423, A4,2014,9750,Automatic,57800,Diesel,125,58.9,2.0,6,93020,1,0,0,0,0,1,1,0,0,0,0,A
7424, Q3,2016,12500,Manual,102700,Diesel,30,60.1,2.0,4,165279,1,0,0,1,0,0,0,0,0,0,1,Q
7425, Q5,2010,11995,Automatic,54800,Petrol,300,33.2,2.0,10,88192,0,1,0,0,0,1,0,0,0,0,1,Q
7426, A3,2010,5495,Manual,106000,Diesel,30,64.2,2.0,10,170590,1,0,0,1,0,0,1,0,0,0,0,A
7427, Q3,2017,14999,Manual,47133,Petrol,125,51.4,1.4,3,75853,0,1,0,1,0,0,0,0,0,0,1,Q
7428, A1,2019,22000,Semi-Auto,4700,Petrol,150,40.9,2.0,1,7564,0,1,0,0,1,0,1,0,0,0,0,A
7429, A1,2019,21500,Semi-Auto,11750,Petrol,150,40.9,2.0,1,18910,0,1,0,0,1,0,1,0,0,0,0,A
7430, A1,2019,22000,Semi-Auto,7500,Petrol,150,40.9,2.0,1,12070,0,1,0,0,1,0,1,0,0,0,0,A
7431, A1,2019,22000,Semi-Auto,7500,Petrol,150,40.9,2.0,1,12070,0,1,0,0,1,0,1,0,0,0,0,A
7432, A3,2017,16000,Manual,15500,Petrol,150,55.4,1.5,3,24945,0,1,0,1,0,0,1,0,0,0,0,A
7433, Q3,2018,26000,Semi-Auto,20000,Petrol,150,40.4,2.0,2,32187,0,1,0,0,1,0,0,0,0,0,1,Q
7434, A3,2013,12995,Semi-Auto,51000,Petrol,200,42.8,1.8,7,82076,0,1,0,0,1,0,1,0,0,0,0,A
7435, A7,2013,17500,Automatic,71100,Diesel,235,44.1,3.0,7,114424,1,0,0,0,0,1,1,0,0,0,0,A
7436, A6,2010,6995,Manual,79960,Diesel,160,49.6,2.0,10,128683,1,0,0,1,0,0,1,0,0,0,0,A
7437, A3,2009,4995,Semi-Auto,99200,Diesel,155,52.3,2.0,11,159647,1,0,0,0,1,0,1,0,0,0,0,A
7438, A4,2007,3495,Manual,138649,Diesel,325,33.2,2.0,13,223133,1,0,0,1,0,0,1,0,0,0,0,A
7439, A4,2012,9995,Manual,70950,Diesel,200,46.3,2.0,8,114183,1,0,0,1,0,0,1,0,0,0,0,A
7440, A4,2014,8500,Automatic,96000,Diesel,150,53.3,2.0,6,154497,1,0,0,0,0,1,1,0,0,0,0,A
7441, A3,2009,3500,Manual,135800,Diesel,150,55.4,2.0,11,218548,1,0,0,1,0,0,1,0,0,0,0,A
7442, A7,2013,16500,Automatic,63250,Diesel,205,48.7,3.0,7,101791,1,0,0,0,0,1,1,0,0,0,0,A
7443, A4,2013,8500,Automatic,70774,Diesel,125,58.9,2.0,7,113899,1,0,0,0,0,1,1,0,0,0,0,A
7444, A4,2018,22900,Semi-Auto,16000,Petrol,150,42.8,2.0,2,25749,0,1,0,0,1,0,1,0,0,0,0,A
7445, R8,2019,119995,Semi-Auto,7800,Petrol,145,21.4,5.2,1,12553,0,1,0,0,1,0,0,0,0,1,0,R
7446, TT,2020,54995,Semi-Auto,2000,Petrol,145,30.1,2.5,0,3219,0,1,0,0,1,0,0,1,0,0,0,T
7447, A3,2016,14999,Manual,31254,Petrol,30,58.9,1.4,4,50298,0,1,0,1,0,0,1,0,0,0,0,A
7448, A3,2014,12499,Manual,54816,Petrol,125,53.3,1.4,6,88218,0,1,0,1,0,0,1,0,0,0,0,A
7449, A1,2013,8999,Manual,33109,Petrol,30,55.4,1.2,7,53284,0,1,0,1,0,0,1,0,0,0,0,A
7450, A4,2017,26995,Automatic,28958,Petrol,150,37.7,3.0,3,46603,0,1,0,0,0,1,1,0,0,0,0,A
7451, Q5,2017,23990,Automatic,27000,Diesel,205,45.6,3.0,3,43452,1,0,0,0,0,1,0,0,0,0,1,Q
7452, A4,2016,14490,Manual,28000,Diesel,20,72.4,2.0,4,45062,1,0,0,1,0,0,1,0,0,0,0,A
7453, A3,2010,5495,Manual,64800,Petrol,200,40.9,1.6,10,104285,0,1,0,1,0,0,1,0,0,0,0,A
7454, A5,2010,6995,Manual,84900,Petrol,200,39.8,1.8,10,136633,0,1,0,1,0,0,1,0,0,0,0,A
7455, A5,2014,9995,Automatic,90000,Diesel,125,58.9,2.0,6,144841,1,0,0,0,0,1,1,0,0,0,0,A
7456, A6,2013,12000,Manual,85100,Diesel,145,56.5,2.0,7,136955,1,0,0,1,0,0,1,0,0,0,0,A
7457, TT,2010,7995,Manual,91450,Diesel,145,53.3,2.0,10,147174,1,0,0,1,0,0,0,1,0,0,0,T
7458, A8,2011,9995,Automatic,105000,Diesel,235,42.8,3.0,9,168981,1,0,0,0,0,1,1,0,0,0,0,A
7459, Q3,2017,20890,Manual,13500,Diesel,145,56.5,2.0,3,21726,1,0,0,1,0,0,0,0,0,0,1,Q
7460, Q2,2019,24444,Automatic,6000,Petrol,145,42.2,1.5,1,9656,0,1,0,0,0,1,0,0,0,0,1,Q
7461, A4,2009,5995,Manual,112000,Diesel,145,55.4,2.0,11,180246,1,0,0,1,0,0,1,0,0,0,0,A
7462, A5,2008,6995,Semi-Auto,75700,Diesel,235,42.2,2.7,12,121827,1,0,0,0,1,0,1,0,0,0,0,A
7463, A1,2016,10995,Manual,43000,Petrol,30,57.6,1.4,4,69202,0,1,0,1,0,0,1,0,0,0,0,A
7464, Q2,2019,22995,Manual,1000,Diesel,145,49.6,1.6,1,1609,1,0,0,1,0,0,0,0,0,0,1,Q
7465, Q2,2017,18995,Semi-Auto,14800,Petrol,145,54.3,1.4,3,23818,0,1,0,0,1,0,0,0,0,0,1,Q
7466, Q2,2019,31995,Automatic,4000,Petrol,145,33.2,2.0,1,6437,0,1,0,0,0,1,0,0,0,0,1,Q
7467, A5,2019,38995,Automatic,3243,Petrol,145,37.2,2.0,1,5219,0,1,0,0,0,1,1,0,0,0,0,A
7468, A5,2019,29995,Automatic,5200,Petrol,145,37.7,2.0,1,8369,0,1,0,0,0,1,1,0,0,0,0,A
7469, TT,2016,16990,Manual,34500,Diesel,30,62.8,2.0,4,55522,1,0,0,1,0,0,0,1,0,0,0,T
7470, SQ5,2016,28888,Automatic,46709,Diesel,235,42.2,3.0,4,75171,1,0,0,0,0,1,0,0,1,0,1,Q
7471, Q5,2016,18944,Automatic,69000,Diesel,200,47.1,2.0,4,111044,1,0,0,0,0,1,0,0,0,0,1,Q
7472, A3,2018,19990,Manual,15215,Petrol,150,55.4,1.5,2,24486,0,1,0,1,0,0,1,0,0,0,0,A
7473, S8,2017,34990,Automatic,29583,Petrol,150,30.1,4.0,3,47609,0,1,0,0,0,1,0,0,1,0,0,S
7474, A4,2018,23990,Automatic,5352,Petrol,150,42.8,2.0,2,8613,0,1,0,0,0,1,1,0,0,0,0,A
7475, R8,2014,59990,Automatic,31930,Petrol,580,21.9,5.2,6,51386,0,1,0,0,0,1,0,0,0,1,0,R
7476, Q3,2019,25944,Automatic,4034,Diesel,145,48.7,2.0,1,6492,1,0,0,0,0,1,0,0,0,0,1,Q
7477, Q7,2019,53990,Automatic,7000,Diesel,145,33.2,3.0,1,11265,1,0,0,0,0,1,0,0,0,0,1,Q
7478, A3,2018,15490,Manual,15500,Petrol,145,60.1,1.0,2,24945,0,1,0,1,0,0,1,0,0,0,0,A
7479, A5,2017,24990,Automatic,33000,Diesel,150,62.8,2.0,3,53108,1,0,0,0,0,1,1,0,0,0,0,A
7480, A5,2019,24990,Automatic,2650,Diesel,150,67.3,2.0,1,4265,1,0,0,0,0,1,1,0,0,0,0,A
7481, TT,2020,30990,Automatic,1000,Petrol,150,40.9,2.0,0,1609,0,1,0,0,0,1,0,1,0,0,0,T
7482, S4,2019,42888,Automatic,6000,Diesel,145,39.2,3.0,1,9656,1,0,0,0,0,1,0,0,1,0,0,S
7483, S4,2019,42888,Automatic,1481,Diesel,145,39.2,3.0,1,2383,1,0,0,0,0,1,0,0,1,0,0,S
7484, TT,2016,16490,Manual,43000,Petrol,165,46.3,1.8,4,69202,0,1,0,1,0,0,0,1,0,0,0,T
7485, A3,2013,9690,Manual,37838,Petrol,125,53.3,1.4,7,60894,0,1,0,1,0,0,1,0,0,0,0,A
7486, Q3,2017,22890,Automatic,9800,Petrol,145,42.2,2.0,3,15772,0,1,0,0,0,1,0,0,0,0,1,Q
7487, Q3,2020,28990,Manual,1500,Petrol,145,40.9,1.5,0,2414,0,1,0,1,0,0,0,0,0,0,1,Q
7488, A4,2017,18444,Automatic,20000,Petrol,30,53.3,2.0,3,32187,0,1,0,0,0,1,1,0,0,0,0,A
7489, A3,2017,17490,Manual,25000,Petrol,30,60.1,1.4,3,40234,0,1,0,1,0,0,1,0,0,0,0,A
7490, Q3,2016,14888,Manual,29000,Diesel,30,61.4,2.0,4,46671,1,0,0,1,0,0,0,0,0,0,1,Q
7491, TT,2007,4995,Manual,102000,Petrol,145,56.5,2.0,13,164153,0,1,0,1,0,0,0,1,0,0,0,T
7492, A4,2016,14888,Manual,69600,Diesel,30,64.2,2.0,4,112010,1,0,0,1,0,0,1,0,0,0,0,A
7493, A3,2007,8488,Manual,73000,Petrol,325,31.0,2.0,13,117482,0,1,0,1,0,0,1,0,0,0,0,A
7494, Q5,2012,10888,Manual,95000,Diesel,205,47.9,2.0,8,152887,1,0,0,1,0,0,0,0,0,0,1,Q
7495, A3,2014,13999,Manual,35093,Petrol,30,54.3,1.4,6,56477,0,1,0,1,0,0,1,0,0,0,0,A
7496, A1,2014,15999,Manual,34925,Petrol,235,39.8,2.0,6,56206,0,1,0,1,0,0,1,0,0,0,0,A
7497, A5,2011,7500,Manual,104800,Diesel,160,49.6,2.0,9,168659,1,0,0,1,0,0,1,0,0,0,0,A
7498, A3,2019,32400,Semi-Auto,3375,Petrol,145,34.5,2.0,1,5432,0,1,0,0,1,0,1,0,0,0,0,A
7499, Q2,2019,27900,Semi-Auto,3972,Petrol,145,40.9,1.5,1,6392,0,1,0,0,1,0,0,0,0,0,1,Q
7500, A5,2015,18400,Semi-Auto,31176,Diesel,125,58.9,2.0,5,50173,1,0,0,0,1,0,1,0,0,0,0,A
7501, A1,2017,16900,Semi-Auto,22231,Petrol,145,56.5,1.4,3,35777,0,1,0,0,1,0,1,0,0,0,0,A
7502, TT,2020,42444,Automatic,1500,Petrol,145,35.3,2.0,0,2414,0,1,0,0,0,1,0,1,0,0,0,T
7503, Q2,2020,31990,Automatic,4000,Diesel,145,44.8,2.0,0,6437,1,0,0,0,0,1,0,0,0,0,1,Q
7504, Q3,2020,32788,Manual,1500,Petrol,145,40.4,1.5,0,2414,0,1,0,1,0,0,0,0,0,0,1,Q
7505, Q5,2019,44790,Automatic,5886,Petrol,135,117.7,0.0,1,9473,0,1,0,0,0,1,0,0,0,0,1,Q
7506, Q3,2019,32788,Automatic,1500,Diesel,145,47.1,0.0,1,2414,1,0,0,0,0,1,0,0,0,0,1,Q
7507, A5,2016,19990,Manual,13500,Diesel,145,53.3,2.0,4,21726,1,0,0,1,0,0,1,0,0,0,0,A
7508, A3,2017,17888,Manual,30000,Diesel,145,67.3,1.6,3,48280,1,0,0,1,0,0,1,0,0,0,0,A
7509, A4,2019,28343,Automatic,5324,Petrol,145,36.2,2.0,1,8568,0,1,0,0,0,1,1,0,0,0,0,A
7510, Q3,2015,18990,Automatic,32500,Petrol,205,40.4,2.0,5,52304,0,1,0,0,0,1,0,0,0,0,1,Q
7511, A3,2015,11499,Manual,41173,Petrol,125,53.3,1.4,5,66261,0,1,0,1,0,0,1,0,0,0,0,A
7512, A1,2018,17444,Manual,14500,Petrol,150,54.3,1.4,2,23335,0,1,0,1,0,0,1,0,0,0,0,A
7513, Q5,2015,19990,Automatic,44523,Diesel,235,44.1,3.0,5,71653,1,0,0,0,0,1,0,0,0,0,1,Q
7514, SQ7,2017,52888,Automatic,12000,Diesel,145,39.2,4.0,3,19312,1,0,0,0,0,1,0,0,1,0,1,Q
7515, A4,2016,15988,Automatic,35064,Diesel,20,67.3,2.0,4,56430,1,0,0,0,0,1,1,0,0,0,0,A
7516, Q3,2020,29944,Manual,1500,Petrol,145,40.9,0.0,0,2414,0,1,0,1,0,0,0,0,0,0,1,Q
7517, Q3,2020,33333,Automatic,1500,Diesel,145,47.1,0.0,0,2414,1,0,0,0,0,1,0,0,0,0,1,Q
7518, Q3,2020,29944,Automatic,1500,Petrol,145,32.5,0.0,0,2414,0,1,0,0,0,1,0,0,0,0,1,Q
7519, Q3,2020,37990,Automatic,1500,Petrol,145,30.7,0.0,0,2414,0,1,0,0,0,1,0,0,0,0,1,Q
7520, A5,2020,29888,Automatic,1500,Diesel,145,51.4,2.0,0,2414,1,0,0,0,0,1,1,0,0,0,0,A
7521, Q5,2020,49790,Automatic,1500,Petrol,135,117.7,0.0,0,2414,0,1,0,0,0,1,0,0,0,0,1,Q
7522, A1,2019,22900,Semi-Auto,1548,Petrol,145,40.9,2.0,1,2491,0,1,0,0,1,0,1,0,0,0,0,A
7523, A6,2019,29900,Semi-Auto,2956,Diesel,145,50.4,2.0,1,4757,1,0,0,0,1,0,1,0,0,0,0,A
7524, Q7,2019,56900,Semi-Auto,1478,Diesel,145,32.1,3.0,1,2379,1,0,0,0,1,0,0,0,0,0,1,Q
7525, Q5,2015,23900,Semi-Auto,48389,Diesel,240,42.8,3.0,5,77874,1,0,0,0,1,0,0,0,0,0,1,Q
7526, A6,2019,27900,Semi-Auto,6314,Diesel,150,50.4,2.0,1,10161,1,0,0,0,1,0,1,0,0,0,0,A
7527, Q5,2019,37900,Semi-Auto,1027,Diesel,150,38.2,2.0,1,1653,1,0,0,0,1,0,0,0,0,0,1,Q
7528, A5,2019,28995,Automatic,4199,Petrol,145,39.8,2.0,1,6758,0,1,0,0,0,1,1,0,0,0,0,A
7529, A8,2018,49995,Automatic,20360,Diesel,145,50.4,3.0,2,32766,1,0,0,0,0,1,1,0,0,0,0,A
7530, S3,2017,25850,Automatic,25000,Petrol,150,43.5,2.0,3,40234,0,1,0,0,0,1,0,0,1,0,0,S
7531, A3,2017,18250,Manual,15000,Petrol,150,54.3,1.5,3,24140,0,1,0,1,0,0,1,0,0,0,0,A
7532, Q2,2017,18990,Manual,21950,Petrol,150,50.4,1.4,3,35325,0,1,0,1,0,0,0,0,0,0,1,Q
7533, A4,2015,14990,Manual,46000,Diesel,30,61.4,2.0,5,74030,1,0,0,1,0,0,1,0,0,0,0,A
7534, A1,2018,17444,Automatic,9000,Petrol,150,56.5,1.4,2,14484,0,1,0,0,0,1,1,0,0,0,0,A
7535, A3,2017,16990,Manual,15000,Diesel,150,67.3,1.6,3,24140,1,0,0,1,0,0,1,0,0,0,0,A
7536, Q3,2016,18250,Manual,29814,Diesel,165,49.6,2.0,4,47981,1,0,0,1,0,0,0,0,0,0,1,Q
7537, A4,2016,16500,Automatic,40882,Diesel,20,67.3,2.0,4,65793,1,0,0,0,0,1,1,0,0,0,0,A
7538, A1,2017,14990,Manual,20000,Petrol,145,58.9,1.4,3,32187,0,1,0,1,0,0,1,0,0,0,0,A
7539, A1,2017,14500,Manual,25168,Petrol,30,55.4,1.4,3,40504,0,1,0,1,0,0,1,0,0,0,0,A
7540, A3,2019,21744,Automatic,14757,Petrol,145,42.2,1.5,1,23749,0,1,0,0,0,1,1,0,0,0,0,A
7541, A8,2019,47990,Automatic,755,Diesel,145,39.2,3.0,1,1215,1,0,0,0,0,1,1,0,0,0,0,A
7542, Q3,2019,31888,Manual,2001,Petrol,145,40.4,0.0,1,3220,0,1,0,1,0,0,0,0,0,0,1,Q
7543, Q5,2016,22888,Automatic,41000,Diesel,200,47.1,2.0,4,65983,1,0,0,0,0,1,0,0,0,0,1,Q
7544, A6,2016,15744,Manual,34345,Diesel,30,61.4,2.0,4,55273,1,0,0,1,0,0,1,0,0,0,0,A
7545, Q2,2020,24988,Automatic,1500,Petrol,145,42.2,0.0,0,2414,0,1,0,0,0,1,0,0,0,0,1,Q
7546, A3,2017,17390,Manual,7110,Petrol,30,60.1,0.0,3,11442,0,1,0,1,0,0,1,0,0,0,0,A
7547, A3,2017,15450,Manual,10000,Diesel,20,72.4,1.6,3,16093,1,0,0,1,0,0,1,0,0,0,0,A
7548, SQ7,2017,51990,Automatic,30000,Diesel,145,39.2,4.0,3,48280,1,0,0,0,0,1,0,0,1,0,1,Q
7549, A3,2016,14222,Manual,34359,Petrol,125,52.3,1.4,4,55295,0,1,0,1,0,0,1,0,0,0,0,A
7550, A3,2017,16222,Manual,22438,Petrol,145,50.4,2.0,3,36110,0,1,0,1,0,0,1,0,0,0,0,A
7551, Q7,2018,33444,Automatic,52000,Diesel,145,47.9,3.0,2,83686,1,0,0,0,0,1,0,0,0,0,1,Q
7552, A5,2016,19444,Automatic,37000,Diesel,160,50.4,2.0,4,59546,1,0,0,0,0,1,1,0,0,0,0,A
7553, A5,2017,22444,Automatic,16000,Diesel,145,62.8,2.0,3,25749,1,0,0,0,0,1,1,0,0,0,0,A
7554, A7,2019,37995,Automatic,7656,Diesel,145,38.7,3.0,1,12321,1,0,0,0,0,1,1,0,0,0,0,A
7555, Q3,2019,24995,Manual,5662,Diesel,145,42.8,2.0,1,9112,1,0,0,1,0,0,0,0,0,0,1,Q
7556, Q3,2016,17995,Semi-Auto,17989,Diesel,145,54.3,2.0,4,28950,1,0,0,0,1,0,0,0,0,0,1,Q
7557, Q5,2020,35995,Semi-Auto,1117,Diesel,145,38.2,2.0,0,1798,1,0,0,0,1,0,0,0,0,0,1,Q
7558, Q2,2019,20995,Manual,9388,Diesel,145,49.6,1.6,1,15108,1,0,0,1,0,0,0,0,0,0,1,Q
7559, Q2,2019,29995,Semi-Auto,4000,Petrol,145,33.2,2.0,1,6437,0,1,0,0,1,0,0,0,0,0,1,Q
7560, A1,2019,19995,Manual,5750,Petrol,145,51.4,1.0,1,9254,0,1,0,1,0,0,1,0,0,0,0,A
7561, Q3,2019,27995,Manual,1688,Petrol,145,39.8,1.5,1,2717,0,1,0,1,0,0,0,0,0,0,1,Q
7562, A3,2019,15850,Manual,9597,Petrol,150,48.7,1.0,1,15445,0,1,0,1,0,0,1,0,0,0,0,A
7563, A3,2019,20500,Manual,3856,Petrol,150,47.9,1.0,1,6206,0,1,0,1,0,0,1,0,0,0,0,A
7564, A4,2012,9399,Manual,77500,Diesel,205,46.3,2.0,8,124724,1,0,0,1,0,0,1,0,0,0,0,A
7565, A1,2014,10500,Manual,60128,Petrol,125,52.3,1.4,6,96766,0,1,0,1,0,0,1,0,0,0,0,A
7566, A1,2017,14444,Manual,26000,Petrol,145,55.4,1.4,3,41843,0,1,0,1,0,0,1,0,0,0,0,A
7567, Q3,2016,17888,Automatic,42147,Diesel,165,50.4,2.0,4,67829,1,0,0,0,0,1,0,0,0,0,1,Q
7568, RS3,2017,31888,Automatic,38000,Petrol,150,34.0,2.5,3,61155,0,1,0,0,0,1,0,0,1,1,0,R
7569, A6,2015,15990,Manual,24000,Diesel,30,64.2,2.0,5,38624,1,0,0,1,0,0,1,0,0,0,0,A
7570, A3,2017,16222,Manual,20472,Petrol,150,50.4,2.0,3,32946,0,1,0,1,0,0,1,0,0,0,0,A
7571, A3,2019,22966,Automatic,14342,Petrol,145,42.2,1.5,1,23081,0,1,0,0,0,1,1,0,0,0,0,A
7572, A5,2019,25871,Automatic,14649,Petrol,145,39.8,2.0,1,23575,0,1,0,0,0,1,1,0,0,0,0,A
7573, S3,2017,23990,Manual,12500,Petrol,145,39.8,2.0,3,20117,0,1,0,1,0,0,0,0,1,0,0,S
7574, Q3,2017,19990,Manual,20000,Petrol,145,49.6,1.4,3,32187,0,1,0,1,0,0,0,0,0,0,1,Q
7575, Q3,2017,20750,Automatic,25000,Petrol,145,42.8,2.0,3,40234,0,1,0,0,0,1,0,0,0,0,1,Q
7576, A6,2017,18000,Automatic,47887,Diesel,20,64.2,2.0,3,77066,1,0,0,0,0,1,1,0,0,0,0,A
7577, Q2,2017,18650,Manual,24000,Diesel,30,61.4,1.6,3,38624,1,0,0,1,0,0,0,0,0,0,1,Q
7578, Q3,2018,20844,Manual,9600,Diesel,145,56.5,2.0,2,15450,1,0,0,1,0,0,0,0,0,0,1,Q
7579, SQ7,2017,44444,Automatic,20761,Diesel,145,39.2,4.0,3,33412,1,0,0,0,0,1,0,0,1,0,1,Q
7580, A1,2017,13950,Manual,9148,Petrol,150,56.5,1.4,3,14722,0,1,0,1,0,0,1,0,0,0,0,A
7581, A4,2018,18350,Manual,8940,Petrol,145,52.3,1.4,2,14387,0,1,0,1,0,0,1,0,0,0,0,A
7582, A6,2016,19444,Automatic,52000,Diesel,145,56.5,2.0,4,83686,1,0,0,0,0,1,1,0,0,0,0,A
7583, A3,2017,17888,Manual,24000,Petrol,145,49.6,2.0,3,38624,0,1,0,1,0,0,1,0,0,0,0,A
7584, A1,2016,14444,Automatic,21000,Petrol,30,58.9,1.4,4,33796,0,1,0,0,0,1,1,0,0,0,0,A
7585, A4,2020,32000,Automatic,3000,Petrol,145,39.2,2.0,0,4828,0,1,0,0,0,1,1,0,0,0,0,A
7586, Q3,2020,33444,Automatic,1500,Petrol,145,31.4,2.0,0,2414,0,1,0,0,0,1,0,0,0,0,1,Q
7587, Q3,2020,33444,Automatic,1500,Petrol,145,31.4,2.0,0,2414,0,1,0,0,0,1,0,0,0,0,1,Q
7588, Q2,2019,29444,Automatic,4000,Petrol,145,42.2,1.5,1,6437,0,1,0,0,0,1,0,0,0,0,1,Q
7589, Q3,2020,27000,Manual,1200,Petrol,145,40.9,1.5,0,1931,0,1,0,1,0,0,0,0,0,0,1,Q
7590, Q5,2019,36438,Automatic,6000,Petrol,145,32.1,2.0,1,9656,0,1,0,0,0,1,0,0,0,0,1,Q
7591, Q5,2019,33390,Automatic,45,Diesel,145,39.2,0.0,1,72,1,0,0,0,0,1,0,0,0,0,1,Q
7592, A3,2014,12490,Manual,42000,Diesel,0,74.3,1.6,6,67592,1,0,0,1,0,0,1,0,0,0,0,A
7593, RS6,2015,44944,Automatic,35000,Petrol,325,29.4,4.0,5,56327,0,1,0,0,0,1,0,0,1,1,0,R
7594, Q3,2017,19990,Manual,14752,Petrol,150,49.6,1.4,3,23741,0,1,0,1,0,0,0,0,0,0,1,Q
7595, A3,2019,23668,Automatic,7141,Petrol,145,41.5,1.5,1,11492,0,1,0,0,0,1,1,0,0,0,0,A
7596, A5,2019,24500,Automatic,12062,Petrol,145,39.8,2.0,1,19412,0,1,0,0,0,1,1,0,0,0,0,A
7597, A5,2019,27637,Automatic,3571,Petrol,145,39.8,2.0,1,5747,0,1,0,0,0,1,1,0,0,0,0,A
7598, A3,2019,22000,Manual,1500,Petrol,145,47.1,0.0,1,2414,0,1,0,1,0,0,1,0,0,0,0,A
7599, Q7,2018,40444,Automatic,48700,Diesel,150,32.8,3.0,2,78375,1,0,0,0,0,1,0,0,0,0,1,Q
7600, A5,2020,30444,Automatic,3000,Petrol,145,40.4,2.0,0,4828,0,1,0,0,0,1,1,0,0,0,0,A
7601, A1,2017,16222,Manual,17244,Petrol,145,56.5,1.4,3,27751,0,1,0,1,0,0,1,0,0,0,0,A
7602, Q3,2020,29888,Manual,4000,Petrol,145,40.9,1.5,0,6437,0,1,0,1,0,0,0,0,0,0,1,Q
7603, A3,2014,12750,Manual,50143,Diesel,20,68.9,2.0,6,80697,1,0,0,1,0,0,1,0,0,0,0,A
7604, Q5,2019,36650,Automatic,5689,Petrol,150,32.1,2.0,1,9156,0,1,0,0,0,1,0,0,0,0,1,Q
7605, A4,2019,26570,Automatic,14875,Petrol,145,38.2,2.0,1,23939,0,1,0,0,0,1,1,0,0,0,0,A
7606, A3,2019,21229,Manual,3771,Diesel,145,51.4,1.6,1,6069,1,0,0,1,0,0,1,0,0,0,0,A
7607, Q3,2019,28730,Automatic,7732,Petrol,145,32.5,2.0,1,12443,0,1,0,0,0,1,0,0,0,0,1,Q
